Barcode,region
s_008um_00577_00237-1,Colon
s_008um_00286_00589-1,SI
s_008um_00540_00234-1,Colon
s_008um_00571_00280-1,Colon
s_008um_00500_00272-1,Colon
s_008um_00425_00558-1,SI
s_008um_00489_00508-1,SI
s_008um_00467_00522-1,SI
s_008um_00549_00250-1,Colon
s_008um_00478_00513-1,SI
s_008um_00582_00482-1,SI
s_008um_00414_00505-1,SI
s_008um_00534_00236-1,Colon
s_008um_00368_00537-1,SI
s_008um_00504_00503-1,SI
s_008um_00350_00527-1,SI
s_008um_00327_00268-1,Colon
s_008um_00460_00195-1,Colon
s_008um_00343_00278-1,Colon
s_008um_00579_00217-1,Colon
s_008um_00322_00295-1,Colon
s_008um_00540_00459-1,SI
s_008um_00385_00500-1,SI
s_008um_00459_00230-1,Colon
s_008um_00422_00505-1,SI
s_008um_00478_00226-1,Colon
s_008um_00410_00505-1,SI
s_008um_00471_00259-1,Colon
s_008um_00513_00267-1,Colon
s_008um_00633_00435-1,SI
s_008um_00366_00244-1,Colon
s_008um_00337_00301-1,Colon
s_008um_00594_00473-1,SI
s_008um_00438_00516-1,SI
s_008um_00525_00495-1,SI
s_008um_00527_00461-1,SI
s_008um_00615_00438-1,SI
s_008um_00521_00477-1,SI
s_008um_00343_00536-1,SI
s_008um_00435_00266-1,Colon
s_008um_00341_00263-1,Colon
s_008um_00552_00435-1,SI
s_008um_00333_00261-1,Colon
s_008um_00535_00250-1,Colon
s_008um_00374_00533-1,SI
s_008um_00565_00438-1,SI
s_008um_00588_00271-1,Colon
s_008um_00447_00544-1,SI
s_008um_00539_00462-1,SI
s_008um_00361_00253-1,Colon
s_008um_00413_00195-1,Colon
s_008um_00565_00486-1,SI
s_008um_00382_00234-1,Colon
s_008um_00474_00523-1,SI
s_008um_00544_00251-1,Colon
s_008um_00372_00225-1,Colon
s_008um_00535_00240-1,Colon
s_008um_00551_00433-1,SI
s_008um_00525_00268-1,Colon
s_008um_00431_00225-1,Colon
s_008um_00422_00283-1,Colon
s_008um_00453_00546-1,SI
s_008um_00554_00491-1,SI
s_008um_00522_00491-1,SI
s_008um_00412_00232-1,Colon
s_008um_00369_00511-1,SI
s_008um_00386_00281-1,Colon
s_008um_00405_00228-1,Colon
s_008um_00328_00265-1,Colon
s_008um_00589_00441-1,SI
s_008um_00341_00258-1,Colon
s_008um_00409_00491-1,SI
s_008um_00359_00230-1,Colon
s_008um_00335_00275-1,Colon
s_008um_00431_00207-1,Colon
s_008um_00499_00488-1,SI
s_008um_00471_00230-1,Colon
s_008um_00342_00275-1,Colon
s_008um_00440_00548-1,SI
s_008um_00334_00246-1,Colon
s_008um_00409_00267-1,Colon
s_008um_00394_00526-1,SI
s_008um_00430_00557-1,SI
s_008um_00390_00292-1,Colon
s_008um_00411_00215-1,Colon
s_008um_00456_00244-1,Colon
s_008um_00304_00596-1,SI
s_008um_00551_00428-1,SI
s_008um_00471_00527-1,SI
s_008um_00436_00511-1,SI
s_008um_00592_00460-1,SI
s_008um_00444_00502-1,SI
s_008um_00286_00602-1,SI
s_008um_00571_00482-1,SI
s_008um_00393_00546-1,SI
s_008um_00552_00205-1,Colon
s_008um_00463_00253-1,Colon
s_008um_00599_00271-1,Colon
s_008um_00415_00535-1,SI
s_008um_00400_00265-1,Colon
s_008um_00522_00288-1,Colon
s_008um_00365_00528-1,SI
s_008um_00497_00225-1,Colon
s_008um_00381_00277-1,Colon
s_008um_00588_00248-1,Colon
s_008um_00597_00464-1,SI
s_008um_00486_00511-1,SI
s_008um_00559_00249-1,Colon
s_008um_00453_00538-1,SI
s_008um_00440_00211-1,Colon
s_008um_00621_00443-1,SI
s_008um_00357_00215-1,Colon
s_008um_00484_00516-1,SI
s_008um_00427_00262-1,Colon
s_008um_00413_00211-1,Colon
s_008um_00382_00495-1,SI
s_008um_00442_00528-1,SI
s_008um_00438_00234-1,Colon
s_008um_00358_00290-1,Colon
s_008um_00422_00484-1,SI
s_008um_00536_00464-1,SI
s_008um_00484_00243-1,Colon
s_008um_00446_00209-1,Colon
s_008um_00479_00505-1,SI
s_008um_00400_00199-1,Colon
s_008um_00430_00562-1,SI
s_008um_00319_00536-1,SI
s_008um_00353_00530-1,SI
s_008um_00522_00504-1,SI
s_008um_00339_00284-1,Colon
s_008um_00440_00218-1,Colon
s_008um_00338_00521-1,SI
s_008um_00419_00494-1,SI
s_008um_00495_00254-1,Colon
s_008um_00460_00493-1,SI
s_008um_00448_00245-1,Colon
s_008um_00343_00270-1,Colon
s_008um_00393_00226-1,Colon
s_008um_00428_00193-1,Colon
s_008um_00329_00269-1,Colon
s_008um_00429_00209-1,Colon
s_008um_00458_00484-1,SI
s_008um_00429_00191-1,Colon
s_008um_00618_00447-1,SI
s_008um_00505_00497-1,SI
s_008um_00434_00487-1,SI
s_008um_00351_00205-1,Colon
s_008um_00577_00275-1,Colon
s_008um_00579_00476-1,SI
s_008um_00410_00538-1,SI
s_008um_00472_00261-1,Colon
s_008um_00540_00212-1,Colon
s_008um_00549_00252-1,Colon
s_008um_00454_00497-1,SI
s_008um_00369_00207-1,Colon
s_008um_00379_00193-1,Colon
s_008um_00526_00273-1,Colon
s_008um_00462_00237-1,Colon
s_008um_00519_00274-1,Colon
s_008um_00370_00268-1,Colon
s_008um_00389_00232-1,Colon
s_008um_00432_00267-1,Colon
s_008um_00469_00512-1,SI
s_008um_00560_00257-1,Colon
s_008um_00430_00546-1,SI
s_008um_00619_00474-1,SI
s_008um_00552_00428-1,SI
s_008um_00499_00248-1,Colon
s_008um_00417_00542-1,SI
s_008um_00277_00605-1,SI
s_008um_00381_00291-1,Colon
s_008um_00555_00464-1,SI
s_008um_00349_00309-1,Colon
s_008um_00469_00504-1,SI
s_008um_00437_00487-1,SI
s_008um_00450_00206-1,Colon
s_008um_00418_00237-1,Colon
s_008um_00459_00524-1,SI
s_008um_00412_00531-1,SI
s_008um_00334_00270-1,Colon
s_008um_00557_00205-1,Colon
s_008um_00472_00510-1,SI
s_008um_00568_00449-1,SI
s_008um_00573_00212-1,Colon
s_008um_00563_00227-1,Colon
s_008um_00391_00208-1,Colon
s_008um_00475_00492-1,SI
s_008um_00288_00546-1,SI
s_008um_00608_00469-1,SI
s_008um_00379_00236-1,Colon
s_008um_00299_00550-1,SI
s_008um_00551_00491-1,SI
s_008um_00573_00254-1,Colon
s_008um_00563_00222-1,Colon
s_008um_00440_00486-1,SI
s_008um_00497_00268-1,Colon
s_008um_00574_00477-1,SI
s_008um_00449_00531-1,SI
s_008um_00391_00225-1,Colon
s_008um_00530_00224-1,Colon
s_008um_00545_00245-1,Colon
s_008um_00550_00459-1,SI
s_008um_00336_00535-1,SI
s_008um_00378_00256-1,Colon
s_008um_00353_00515-1,SI
s_008um_00354_00237-1,Colon
s_008um_00340_00281-1,Colon
s_008um_00367_00517-1,SI
s_008um_00462_00205-1,Colon
s_008um_00430_00529-1,SI
s_008um_00557_00253-1,Colon
s_008um_00372_00222-1,Colon
s_008um_00369_00193-1,Colon
s_008um_00327_00302-1,Colon
s_008um_00371_00288-1,Colon
s_008um_00375_00196-1,Colon
s_008um_00350_00296-1,Colon
s_008um_00285_00553-1,SI
s_008um_00435_00246-1,Colon
s_008um_00360_00260-1,Colon
s_008um_00326_00534-1,SI
s_008um_00427_00245-1,Colon
s_008um_00547_00434-1,SI
s_008um_00292_00562-1,SI
s_008um_00425_00482-1,SI
s_008um_00535_00481-1,SI
s_008um_00535_00275-1,Colon
s_008um_00451_00257-1,Colon
s_008um_00472_00266-1,Colon
s_008um_00365_00196-1,Colon
s_008um_00473_00534-1,SI
s_008um_00442_00496-1,SI
s_008um_00583_00481-1,SI
s_008um_00550_00493-1,SI
s_008um_00558_00273-1,Colon
s_008um_00436_00248-1,Colon
s_008um_00349_00318-1,Colon
s_008um_00575_00451-1,SI
s_008um_00450_00237-1,Colon
s_008um_00479_00488-1,SI
s_008um_00389_00514-1,SI
s_008um_00426_00524-1,SI
s_008um_00369_00300-1,Colon
s_008um_00456_00233-1,Colon
s_008um_00279_00593-1,SI
s_008um_00454_00531-1,SI
s_008um_00536_00254-1,Colon
s_008um_00368_00286-1,Colon
s_008um_00448_00539-1,SI
s_008um_00367_00203-1,Colon
s_008um_00546_00223-1,Colon
s_008um_00367_00228-1,Colon
s_008um_00296_00560-1,SI
s_008um_00560_00233-1,Colon
s_008um_00356_00513-1,SI
s_008um_00568_00206-1,Colon
s_008um_00509_00265-1,Colon
s_008um_00368_00310-1,Colon
s_008um_00561_00460-1,SI
s_008um_00378_00292-1,Colon
s_008um_00457_00237-1,Colon
s_008um_00385_00225-1,Colon
s_008um_00557_00432-1,SI
s_008um_00356_00308-1,Colon
s_008um_00447_00551-1,SI
s_008um_00574_00213-1,Colon
s_008um_00483_00538-1,SI
s_008um_00542_00471-1,SI
s_008um_00407_00255-1,Colon
s_008um_00513_00239-1,Colon
s_008um_00597_00448-1,SI
s_008um_00445_00475-1,SI
s_008um_00456_00520-1,SI
s_008um_00439_00544-1,SI
s_008um_00501_00281-1,Colon
s_008um_00447_00266-1,Colon
s_008um_00454_00509-1,SI
s_008um_00498_00489-1,SI
s_008um_00329_00246-1,Colon
s_008um_00545_00488-1,SI
s_008um_00427_00223-1,Colon
s_008um_00467_00217-1,Colon
s_008um_00355_00199-1,Colon
s_008um_00537_00215-1,Colon
s_008um_00537_00274-1,Colon
s_008um_00497_00516-1,SI
s_008um_00348_00310-1,Colon
s_008um_00569_00451-1,SI
s_008um_00600_00464-1,SI
s_008um_00553_00463-1,SI
s_008um_00358_00310-1,Colon
s_008um_00579_00439-1,SI
s_008um_00595_00455-1,SI
s_008um_00562_00490-1,SI
s_008um_00580_00236-1,Colon
s_008um_00436_00202-1,Colon
s_008um_00459_00227-1,Colon
s_008um_00589_00229-1,Colon
s_008um_00353_00251-1,Colon
s_008um_00631_00456-1,SI
s_008um_00349_00261-1,Colon
s_008um_00581_00475-1,SI
s_008um_00505_00271-1,Colon
s_008um_00420_00185-1,Colon
s_008um_00464_00522-1,SI
s_008um_00454_00268-1,Colon
s_008um_00544_00450-1,SI
s_008um_00586_00240-1,Colon
s_008um_00456_00254-1,Colon
s_008um_00408_00500-1,SI
s_008um_00621_00446-1,SI
s_008um_00569_00261-1,Colon
s_008um_00378_00254-1,Colon
s_008um_00482_00272-1,Colon
s_008um_00578_00273-1,Colon
s_008um_00500_00231-1,Colon
s_008um_00552_00229-1,Colon
s_008um_00437_00212-1,Colon
s_008um_00317_00294-1,Colon
s_008um_00340_00290-1,Colon
s_008um_00355_00302-1,Colon
s_008um_00292_00571-1,SI
s_008um_00404_00536-1,SI
s_008um_00580_00255-1,Colon
s_008um_00463_00484-1,SI
s_008um_00520_00448-1,SI
s_008um_00446_00520-1,SI
s_008um_00429_00551-1,SI
s_008um_00560_00264-1,Colon
s_008um_00528_00267-1,Colon
s_008um_00580_00258-1,Colon
s_008um_00576_00442-1,SI
s_008um_00417_00511-1,SI
s_008um_00340_00507-1,SI
s_008um_00508_00258-1,Colon
s_008um_00402_00487-1,SI
s_008um_00288_00602-1,SI
s_008um_00395_00527-1,SI
s_008um_00430_00547-1,SI
s_008um_00350_00244-1,Colon
s_008um_00472_00215-1,Colon
s_008um_00610_00469-1,SI
s_008um_00497_00283-1,Colon
s_008um_00395_00208-1,Colon
s_008um_00476_00479-1,SI
s_008um_00542_00272-1,Colon
s_008um_00383_00278-1,Colon
s_008um_00428_00216-1,Colon
s_008um_00606_00463-1,SI
s_008um_00396_00189-1,Colon
s_008um_00563_00443-1,SI
s_008um_00590_00259-1,Colon
s_008um_00594_00457-1,SI
s_008um_00589_00456-1,SI
s_008um_00425_00216-1,Colon
s_008um_00386_00287-1,Colon
s_008um_00474_00481-1,SI
s_008um_00385_00207-1,Colon
s_008um_00426_00233-1,Colon
s_008um_00425_00234-1,Colon
s_008um_00479_00235-1,Colon
s_008um_00449_00193-1,Colon
s_008um_00524_00244-1,Colon
s_008um_00558_00491-1,SI
s_008um_00524_00208-1,Colon
s_008um_00299_00599-1,SI
s_008um_00608_00470-1,SI
s_008um_00592_00445-1,SI
s_008um_00557_00467-1,SI
s_008um_00493_00503-1,SI
s_008um_00341_00220-1,Colon
s_008um_00470_00267-1,Colon
s_008um_00428_00244-1,Colon
s_008um_00420_00266-1,Colon
s_008um_00491_00264-1,Colon
s_008um_00361_00507-1,SI
s_008um_00458_00494-1,SI
s_008um_00460_00207-1,Colon
s_008um_00455_00201-1,Colon
s_008um_00515_00497-1,SI
s_008um_00484_00510-1,SI
s_008um_00361_00252-1,Colon
s_008um_00328_00282-1,Colon
s_008um_00395_00198-1,Colon
s_008um_00310_00538-1,SI
s_008um_00411_00532-1,SI
s_008um_00562_00205-1,Colon
s_008um_00424_00508-1,SI
s_008um_00466_00529-1,SI
s_008um_00385_00524-1,SI
s_008um_00459_00501-1,SI
s_008um_00455_00206-1,Colon
s_008um_00420_00240-1,Colon
s_008um_00388_00528-1,SI
s_008um_00382_00526-1,SI
s_008um_00498_00514-1,SI
s_008um_00460_00265-1,Colon
s_008um_00565_00211-1,Colon
s_008um_00563_00203-1,Colon
s_008um_00398_00507-1,SI
s_008um_00578_00283-1,Colon
s_008um_00430_00233-1,Colon
s_008um_00590_00276-1,Colon
s_008um_00537_00225-1,Colon
s_008um_00390_00262-1,Colon
s_008um_00321_00286-1,Colon
s_008um_00407_00527-1,SI
s_008um_00425_00519-1,SI
s_008um_00461_00505-1,SI
s_008um_00377_00250-1,Colon
s_008um_00492_00512-1,SI
s_008um_00457_00207-1,Colon
s_008um_00399_00215-1,Colon
s_008um_00525_00287-1,Colon
s_008um_00478_00539-1,SI
s_008um_00413_00198-1,Colon
s_008um_00392_00256-1,Colon
s_008um_00369_00238-1,Colon
s_008um_00328_00300-1,Colon
s_008um_00410_00245-1,Colon
s_008um_00563_00208-1,Colon
s_008um_00466_00234-1,Colon
s_008um_00574_00281-1,Colon
s_008um_00455_00481-1,SI
s_008um_00527_00502-1,SI
s_008um_00343_00268-1,Colon
s_008um_00434_00251-1,Colon
s_008um_00578_00272-1,Colon
s_008um_00585_00474-1,SI
s_008um_00435_00528-1,SI
s_008um_00361_00271-1,Colon
s_008um_00413_00557-1,SI
s_008um_00428_00561-1,SI
s_008um_00457_00499-1,SI
s_008um_00485_00508-1,SI
s_008um_00510_00484-1,SI
s_008um_00566_00248-1,Colon
s_008um_00417_00268-1,Colon
s_008um_00454_00493-1,SI
s_008um_00521_00464-1,SI
s_008um_00524_00237-1,Colon
s_008um_00561_00252-1,Colon
s_008um_00405_00243-1,Colon
s_008um_00354_00228-1,Colon
s_008um_00442_00247-1,Colon
s_008um_00412_00235-1,Colon
s_008um_00404_00506-1,SI
s_008um_00531_00497-1,SI
s_008um_00468_00264-1,Colon
s_008um_00384_00207-1,Colon
s_008um_00379_00494-1,SI
s_008um_00521_00450-1,SI
s_008um_00535_00251-1,Colon
s_008um_00561_00263-1,Colon
s_008um_00436_00481-1,SI
s_008um_00388_00213-1,Colon
s_008um_00290_00548-1,SI
s_008um_00534_00247-1,Colon
s_008um_00633_00454-1,SI
s_008um_00432_00223-1,Colon
s_008um_00550_00214-1,Colon
s_008um_00386_00270-1,Colon
s_008um_00464_00236-1,Colon
s_008um_00564_00454-1,SI
s_008um_00354_00542-1,SI
s_008um_00395_00288-1,Colon
s_008um_00456_00488-1,SI
s_008um_00588_00263-1,Colon
s_008um_00458_00499-1,SI
s_008um_00548_00488-1,SI
s_008um_00364_00276-1,Colon
s_008um_00434_00539-1,SI
s_008um_00282_00602-1,SI
s_008um_00503_00275-1,Colon
s_008um_00550_00433-1,SI
s_008um_00440_00494-1,SI
s_008um_00547_00495-1,SI
s_008um_00370_00255-1,Colon
s_008um_00513_00221-1,Colon
s_008um_00563_00217-1,Colon
s_008um_00544_00229-1,Colon
s_008um_00601_00454-1,SI
s_008um_00337_00546-1,SI
s_008um_00391_00546-1,SI
s_008um_00641_00445-1,SI
s_008um_00340_00250-1,Colon
s_008um_00332_00296-1,Colon
s_008um_00580_00227-1,Colon
s_008um_00445_00197-1,Colon
s_008um_00420_00192-1,Colon
s_008um_00515_00461-1,SI
s_008um_00303_00561-1,SI
s_008um_00419_00492-1,SI
s_008um_00448_00221-1,Colon
s_008um_00421_00228-1,Colon
s_008um_00386_00522-1,SI
s_008um_00426_00514-1,SI
s_008um_00348_00313-1,Colon
s_008um_00589_00278-1,Colon
s_008um_00353_00266-1,Colon
s_008um_00599_00468-1,SI
s_008um_00419_00497-1,SI
s_008um_00420_00187-1,Colon
s_008um_00368_00538-1,SI
s_008um_00370_00219-1,Colon
s_008um_00459_00247-1,Colon
s_008um_00390_00204-1,Colon
s_008um_00463_00255-1,Colon
s_008um_00582_00471-1,SI
s_008um_00286_00597-1,SI
s_008um_00457_00544-1,SI
s_008um_00535_00211-1,Colon
s_008um_00591_00460-1,SI
s_008um_00370_00214-1,Colon
s_008um_00430_00548-1,SI
s_008um_00409_00557-1,SI
s_008um_00521_00481-1,SI
s_008um_00486_00497-1,SI
s_008um_00549_00462-1,SI
s_008um_00400_00512-1,SI
s_008um_00446_00201-1,Colon
s_008um_00450_00548-1,SI
s_008um_00518_00274-1,Colon
s_008um_00423_00523-1,SI
s_008um_00598_00263-1,Colon
s_008um_00379_00254-1,Colon
s_008um_00473_00535-1,SI
s_008um_00376_00237-1,Colon
s_008um_00434_00191-1,Colon
s_008um_00359_00293-1,Colon
s_008um_00548_00434-1,SI
s_008um_00490_00248-1,Colon
s_008um_00462_00252-1,Colon
s_008um_00588_00446-1,SI
s_008um_00539_00234-1,Colon
s_008um_00468_00261-1,Colon
s_008um_00375_00257-1,Colon
s_008um_00545_00231-1,Colon
s_008um_00399_00524-1,SI
s_008um_00629_00431-1,SI
s_008um_00566_00483-1,SI
s_008um_00569_00431-1,SI
s_008um_00527_00450-1,SI
s_008um_00564_00269-1,Colon
s_008um_00419_00195-1,Colon
s_008um_00625_00432-1,SI
s_008um_00574_00251-1,Colon
s_008um_00537_00483-1,SI
s_008um_00319_00288-1,Colon
s_008um_00352_00316-1,Colon
s_008um_00541_00251-1,Colon
s_008um_00579_00270-1,Colon
s_008um_00463_00254-1,Colon
s_008um_00467_00531-1,SI
s_008um_00395_00260-1,Colon
s_008um_00357_00248-1,Colon
s_008um_00596_00246-1,Colon
s_008um_00397_00493-1,SI
s_008um_00417_00200-1,Colon
s_008um_00290_00560-1,SI
s_008um_00404_00505-1,SI
s_008um_00498_00254-1,Colon
s_008um_00440_00192-1,Colon
s_008um_00414_00260-1,Colon
s_008um_00432_00247-1,Colon
s_008um_00385_00239-1,Colon
s_008um_00451_00495-1,SI
s_008um_00435_00248-1,Colon
s_008um_00414_00212-1,Colon
s_008um_00385_00234-1,Colon
s_008um_00312_00607-1,SI
s_008um_00348_00248-1,Colon
s_008um_00483_00486-1,SI
s_008um_00462_00541-1,SI
s_008um_00608_00446-1,SI
s_008um_00338_00304-1,Colon
s_008um_00416_00545-1,SI
s_008um_00419_00210-1,Colon
s_008um_00591_00446-1,SI
s_008um_00577_00214-1,Colon
s_008um_00597_00440-1,SI
s_008um_00546_00504-1,SI
s_008um_00560_00215-1,Colon
s_008um_00337_00538-1,SI
s_008um_00511_00481-1,SI
s_008um_00530_00220-1,Colon
s_008um_00596_00454-1,SI
s_008um_00383_00518-1,SI
s_008um_00426_00549-1,SI
s_008um_00354_00305-1,Colon
s_008um_00420_00535-1,SI
s_008um_00465_00531-1,SI
s_008um_00439_00518-1,SI
s_008um_00561_00464-1,SI
s_008um_00351_00532-1,SI
s_008um_00477_00480-1,SI
s_008um_00382_00538-1,SI
s_008um_00349_00207-1,Colon
s_008um_00600_00449-1,SI
s_008um_00534_00488-1,SI
s_008um_00444_00479-1,SI
s_008um_00592_00453-1,SI
s_008um_00409_00510-1,SI
s_008um_00554_00459-1,SI
s_008um_00578_00275-1,Colon
s_008um_00444_00252-1,Colon
s_008um_00474_00504-1,SI
s_008um_00545_00453-1,SI
s_008um_00623_00432-1,SI
s_008um_00434_00220-1,Colon
s_008um_00364_00223-1,Colon
s_008um_00456_00527-1,SI
s_008um_00440_00258-1,Colon
s_008um_00408_00491-1,SI
s_008um_00349_00531-1,SI
s_008um_00626_00457-1,SI
s_008um_00363_00519-1,SI
s_008um_00525_00249-1,Colon
s_008um_00586_00477-1,SI
s_008um_00378_00253-1,Colon
s_008um_00583_00229-1,Colon
s_008um_00342_00308-1,Colon
s_008um_00456_00537-1,SI
s_008um_00598_00449-1,SI
s_008um_00488_00272-1,Colon
s_008um_00370_00206-1,Colon
s_008um_00450_00195-1,Colon
s_008um_00586_00474-1,SI
s_008um_00424_00542-1,SI
s_008um_00475_00249-1,Colon
s_008um_00538_00235-1,Colon
s_008um_00508_00256-1,Colon
s_008um_00403_00491-1,SI
s_008um_00500_00265-1,Colon
s_008um_00408_00265-1,Colon
s_008um_00585_00443-1,SI
s_008um_00370_00294-1,Colon
s_008um_00351_00312-1,Colon
s_008um_00497_00505-1,SI
s_008um_00337_00271-1,Colon
s_008um_00329_00284-1,Colon
s_008um_00448_00252-1,Colon
s_008um_00575_00235-1,Colon
s_008um_00343_00211-1,Colon
s_008um_00352_00534-1,SI
s_008um_00431_00224-1,Colon
s_008um_00442_00537-1,SI
s_008um_00584_00481-1,SI
s_008um_00521_00285-1,Colon
s_008um_00370_00220-1,Colon
s_008um_00375_00205-1,Colon
s_008um_00580_00228-1,Colon
s_008um_00522_00487-1,SI
s_008um_00511_00280-1,Colon
s_008um_00408_00198-1,Colon
s_008um_00533_00222-1,Colon
s_008um_00387_00223-1,Colon
s_008um_00409_00251-1,Colon
s_008um_00389_00546-1,SI
s_008um_00477_00491-1,SI
s_008um_00460_00533-1,SI
s_008um_00562_00455-1,SI
s_008um_00365_00205-1,Colon
s_008um_00339_00510-1,SI
s_008um_00355_00281-1,Colon
s_008um_00360_00538-1,SI
s_008um_00420_00269-1,Colon
s_008um_00413_00503-1,SI
s_008um_00512_00264-1,Colon
s_008um_00332_00292-1,Colon
s_008um_00513_00243-1,Colon
s_008um_00344_00261-1,Colon
s_008um_00548_00204-1,Colon
s_008um_00567_00243-1,Colon
s_008um_00360_00504-1,SI
s_008um_00461_00221-1,Colon
s_008um_00448_00226-1,Colon
s_008um_00458_00507-1,SI
s_008um_00556_00499-1,SI
s_008um_00495_00492-1,SI
s_008um_00432_00209-1,Colon
s_008um_00358_00243-1,Colon
s_008um_00359_00508-1,SI
s_008um_00418_00541-1,SI
s_008um_00417_00528-1,SI
s_008um_00424_00539-1,SI
s_008um_00603_00474-1,SI
s_008um_00367_00308-1,Colon
s_008um_00509_00500-1,SI
s_008um_00487_00495-1,SI
s_008um_00560_00452-1,SI
s_008um_00399_00531-1,SI
s_008um_00465_00220-1,Colon
s_008um_00572_00493-1,SI
s_008um_00428_00196-1,Colon
s_008um_00580_00458-1,SI
s_008um_00385_00502-1,SI
s_008um_00429_00226-1,Colon
s_008um_00413_00560-1,SI
s_008um_00478_00217-1,Colon
s_008um_00510_00261-1,Colon
s_008um_00374_00550-1,SI
s_008um_00414_00264-1,Colon
s_008um_00341_00273-1,Colon
s_008um_00469_00245-1,Colon
s_008um_00400_00266-1,Colon
s_008um_00584_00263-1,Colon
s_008um_00483_00482-1,SI
s_008um_00308_00543-1,SI
s_008um_00601_00255-1,Colon
s_008um_00553_00462-1,SI
s_008um_00451_00498-1,SI
s_008um_00580_00226-1,Colon
s_008um_00515_00256-1,Colon
s_008um_00374_00518-1,SI
s_008um_00438_00479-1,SI
s_008um_00488_00238-1,Colon
s_008um_00383_00219-1,Colon
s_008um_00576_00474-1,SI
s_008um_00596_00468-1,SI
s_008um_00355_00528-1,SI
s_008um_00368_00272-1,Colon
s_008um_00398_00242-1,Colon
s_008um_00458_00503-1,SI
s_008um_00310_00551-1,SI
s_008um_00286_00559-1,SI
s_008um_00422_00536-1,SI
s_008um_00446_00242-1,Colon
s_008um_00277_00610-1,SI
s_008um_00316_00537-1,SI
s_008um_00465_00483-1,SI
s_008um_00326_00240-1,Colon
s_008um_00343_00539-1,SI
s_008um_00334_00248-1,Colon
s_008um_00451_00530-1,SI
s_008um_00375_00221-1,Colon
s_008um_00459_00495-1,SI
s_008um_00351_00265-1,Colon
s_008um_00351_00251-1,Colon
s_008um_00573_00479-1,SI
s_008um_00464_00234-1,Colon
s_008um_00521_00462-1,SI
s_008um_00439_00214-1,Colon
s_008um_00426_00565-1,SI
s_008um_00526_00281-1,Colon
s_008um_00404_00548-1,SI
s_008um_00580_00277-1,Colon
s_008um_00429_00203-1,Colon
s_008um_00529_00257-1,Colon
s_008um_00320_00296-1,Colon
s_008um_00514_00266-1,Colon
s_008um_00560_00457-1,SI
s_008um_00530_00208-1,Colon
s_008um_00472_00501-1,SI
s_008um_00421_00259-1,Colon
s_008um_00573_00433-1,SI
s_008um_00325_00281-1,Colon
s_008um_00420_00522-1,SI
s_008um_00362_00235-1,Colon
s_008um_00443_00237-1,Colon
s_008um_00434_00560-1,SI
s_008um_00469_00274-1,Colon
s_008um_00507_00230-1,Colon
s_008um_00487_00483-1,SI
s_008um_00439_00247-1,Colon
s_008um_00465_00222-1,Colon
s_008um_00561_00241-1,Colon
s_008um_00580_00481-1,SI
s_008um_00310_00544-1,SI
s_008um_00394_00209-1,Colon
s_008um_00384_00285-1,Colon
s_008um_00415_00556-1,SI
s_008um_00371_00282-1,Colon
s_008um_00542_00479-1,SI
s_008um_00374_00299-1,Colon
s_008um_00471_00198-1,Colon
s_008um_00359_00200-1,Colon
s_008um_00442_00551-1,SI
s_008um_00502_00283-1,Colon
s_008um_00377_00247-1,Colon
s_008um_00528_00272-1,Colon
s_008um_00470_00214-1,Colon
s_008um_00373_00230-1,Colon
s_008um_00364_00307-1,Colon
s_008um_00587_00482-1,SI
s_008um_00381_00262-1,Colon
s_008um_00439_00199-1,Colon
s_008um_00535_00474-1,SI
s_008um_00316_00285-1,Colon
s_008um_00569_00267-1,Colon
s_008um_00598_00253-1,Colon
s_008um_00394_00276-1,Colon
s_008um_00470_00535-1,SI
s_008um_00356_00317-1,Colon
s_008um_00561_00272-1,Colon
s_008um_00443_00199-1,Colon
s_008um_00358_00263-1,Colon
s_008um_00361_00517-1,SI
s_008um_00306_00557-1,SI
s_008um_00280_00575-1,SI
s_008um_00538_00473-1,SI
s_008um_00521_00266-1,Colon
s_008um_00334_00281-1,Colon
s_008um_00530_00225-1,Colon
s_008um_00368_00236-1,Colon
s_008um_00357_00302-1,Colon
s_008um_00365_00252-1,Colon
s_008um_00560_00228-1,Colon
s_008um_00365_00201-1,Colon
s_008um_00515_00231-1,Colon
s_008um_00592_00248-1,Colon
s_008um_00485_00236-1,Colon
s_008um_00612_00446-1,SI
s_008um_00587_00243-1,Colon
s_008um_00423_00487-1,SI
s_008um_00412_00528-1,SI
s_008um_00310_00611-1,SI
s_008um_00567_00496-1,SI
s_008um_00475_00506-1,SI
s_008um_00427_00261-1,Colon
s_008um_00420_00518-1,SI
s_008um_00513_00261-1,Colon
s_008um_00387_00284-1,Colon
s_008um_00461_00202-1,Colon
s_008um_00413_00196-1,Colon
s_008um_00313_00545-1,SI
s_008um_00431_00230-1,Colon
s_008um_00473_00484-1,SI
s_008um_00422_00225-1,Colon
s_008um_00496_00479-1,SI
s_008um_00576_00457-1,SI
s_008um_00338_00267-1,Colon
s_008um_00369_00212-1,Colon
s_008um_00446_00192-1,Colon
s_008um_00379_00279-1,Colon
s_008um_00623_00440-1,SI
s_008um_00523_00216-1,Colon
s_008um_00367_00285-1,Colon
s_008um_00391_00267-1,Colon
s_008um_00496_00510-1,SI
s_008um_00467_00249-1,Colon
s_008um_00589_00271-1,Colon
s_008um_00359_00279-1,Colon
s_008um_00357_00502-1,SI
s_008um_00381_00502-1,SI
